digits,section,division,group,class,item,desc_en,exclude_en,include_en,desc_bm,exclude_bm,include_bm
5,B,06,062,0620,06202,Extraction of condensates,,,Pengekstrakan kondensat,,
5,B,06,062,0620,06203,Draining and separation of liquid hydrocarbon fractions,,,Penyaliran dan pemisahan komponen hidrokarbon cecair,,
5,B,06,062,0620,06204,Gas desulphurization,,,Penyahsulfuran gas,,
5,B,06,062,0620,06205,"Mining of hydrocarbon liquids, obtain through liquefaction or pyrolysis",,,"Perlombongan cecair hidrokarbon, diperoleh melalui pencairan atau penguraian kimia (pyrolisis)",,
5,B,07,071,0710,07101,Mining of ores valued chiefly for iron content,"extraction and preparation of pyrites and pyrrhotite (except roasting), see 08914",,Perlombongan bijih yang tinggi kandungan besi,,
5,B,07,071,0710,07102,Beneficiation and agglomeration of iron ores,"extraction and preparation of pyrites and pyrrhotite (except roasting), see 08914",,Pengekstrakan dan penggumpulan bijih besi,,
5,B,07,072,0721,07210,Mining of uranium and thorium ores,"enrichment of uranium and thorium ores, see 20119","mining of ores chiefly valued for uranium and thorium content: pitchblende, etc.",Perlombongan bijih uranium dan torium,,
5,B,07,072,0729,07291,Mining of tin ores,,,Perlombongan bijih timah,,
5,B,07,072,0729,07292,Mining of copper,,,Perlombongan tembaga,,
5,B,07,072,0729,07293,Mining of bauxite (aluminium),,,Perlombongan bauksit (aluminium),,
5,B,07,072,0729,07294,Mining of ilmenite,,,Perlombongan ilmenit,,
5,B,07,072,0729,07295,Mining of gold,,,Perlombongan emas,,
5,B,07,072,0729,07296,Mining of silver,,,Perlombongan perak,,
5,B,07,072,0729,07297,Mining of platinum,,,Perlombongan platinum,,
5,B,07,072,0729,07298,Amang retreatment,,,Pembilasan amang,,
5,B,07,072,0729,07299,Mining of other non-ferrous metal ores n.e.c.,,"mining and preparation of ores valued chiefly for non-ferrous metal content lead, zinc, manganese, chrome, nickel, cobalt, molybdenum, tantalum, vanadium, etc.",Perlombongan bijih logam bukan besi lain t.t.t.l.(3),,
5,B,08,081,0810,08101,"Quarrying, rough trimming and sawing of monumental and building stone such as marble, granite (dimension stone), sandstone",,,"Pengkuarian, pemotongan kasar bongkah batu dan batu bangunan seperti marmar, granit (dimension stone), batu pasir",,
5,B,08,081,0810,08102,"Quarrying, crushing and breaking of limestone",,,"Pengkuarian, penghancuran dan pemecahan batu kapur",,
5,B,08,081,0810,08103,Mining of gypsum and anhydrite,,,Perlombongan gipsum dan anhidrit,,
5,B,08,081,0810,08104,Mining of chalk and uncalcined dolomite,,,Perlombongan kapur dan dolomite yang tidak dirawat,,
5,B,08,081,0810,08105,"Extraction and dredging of industrial sand, sand for construction and gravel",,,"Pengekstrakan dan penggorekan bagi industri pasir, pasir untuk sektor pembinaan dan kerikil",,
5,B,08,081,0810,08106,Breaking and crushing of stone and gravel,,,Pemecahan dan penghancuran batu dan kerikil,,
5,B,08,081,0810,08107,Quarrying of sand,,mining of silica sand,Pengkuarian pasir(2),,
5,B,08,081,0810,08108,"Mining of clays, refractory clays and kaolin",,,"Perlombongan tanah liat, refraktori tanah liat dan kaolin",,
5,B,08,081,0810,08109,"Quarrying, crushing and breaking of granite",,,"Pengkuarian, penghancuran dan pemecahan granit",,
5,B,08,089,0891,08911,Mining of natural phosphates,,,Perlombongan fosfat semulajadi,,
5,B,08,089,0891,08912,Mining of natural potassium salts,,,Perlombongan garam kalium (potassium) semulajadi,,
5,B,08,089,0891,08913,Mining of native sulphur,,,Perlombongan sulfur semulajadi,,
5,B,08,089,0891,08914,"Extraction and preparation of pyrites and pyrrhotite, except roasting",,,"Pengekstrakan dan penyediaan pirit dan pirotit, kecuali penyalaian",,
5,B,08,089,0891,08915,Mining of natural barium sulphate and carbonate (barytes and witherite),,,Perlombongan barium sulfat semulajadi dan karbonat (baryte and witerit),,
5,B,08,089,0891,08916,"Mining of natural borates, natural magnesium sulphates (kieserite)",,,"Perlombongan borat semula jadi, magnesium sulfat semulajadi (kieserit)",,
5,B,08,089,0891,08917,"Mining of earth colours, fluorspar and other minerals valued chiefly as a source of chemicals",,,"Perlombongan earth colours, fluorspar dan mineral lain yang tinggi kandungan mineral sebagai sumber kimia",,
5,B,08,089,0891,08918,Guano mining,,,Perlombongan guano,,
5,B,08,089,0892,08921,Peat digging,,,Penggalian tanah gambut,,
5,B,08,089,0892,08922,Peat agglomeration,,,Penggumpulan tanah gambut,,
5,B,08,089,0892,08923,Preparation of peat to improve quality or facilitate transport or storage,,,Penyediaan tanah gambut untuk pembaikan kualiti atau kemudahan pengangkutan atau penstoran,,
5,B,08,089,0893,08931,Extraction of salt from underground,,by dissolving and pumping,Pengekstrakan garam dari bawah tanah,,
5,B,08,089,0893,08932,Salt production by evaporation of sea water or other saline waters,,,Pengeluaran garam melalui penyejatan air laut atau air masin lain,,
5,B,08,089,0893,08933,"Crushing, purification and refining of salt by the producer",,,"Penghancuran, penulenan dan penapisan garam oleh pengeluar",,
5,B,08,089,0899,08991,Mining and quarrying of abrasive materials,,,Perlombongan dan pengkuarian bahan pelelas (bahan kesat),,
5,B,08,089,0899,08992,Mining and quarrying of asbestos,,,Perlombongan dan pengkuarian asbestos,,
5,B,08,089,0899,08993,Mining and quarrying of siliceous fossil meals,,,Perlombongan dan pengkuarian fosil bersilika,,
5,B,08,089,0899,08994,Mining and quarrying of natural graphite,,,Perlombongan dan pengkuarian grafit semulajadi,,
5,B,08,089,0899,08995,Mining and quarrying of steatite (talc),,,Perlombongan dan pengkuarian steatite (talkum),,
5,B,08,089,0899,08996,Mining and quarrying of gemstones,,,Perlombongan dan pengkuarian batu permata,,
5,B,08,089,0899,08999,Other mining and quarrying n.e.c.,,"mining and quarrying of various minerals and materials (e.g. natural asphalt, asphaltites and asphaltic rock; natural solid bitumen, quartz, mica, etc.)",Perlombongan dan pengkuarian lain t.t.t.l,,
5,B,09,091,0910,09101,Oil and gas extraction service activities provided on a fee or contract basis,"service activities performed by operators of oil or gas fields, see 0610, 0620. specialized repair of mining machinery, see 33120. liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 19201. geophysical, geologic and seismic surveying, see 71103","exploration services in connection with petroleum or gas extraction (e.g. traditional prospecting methods, such as making geological observations at prospective sites)",Aktiviti pengekstrakan petroleum dan gas yang dibekalkan atas dasar kontrak atau yuran,,
5,B,09,091,0910,09102,Oil and gas field fire fighting services,"service activities performed by operators of oil or gas fields, see 0610, 0620, specialized repair of mining machinery, see 33120. liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 19201. geophysical, geologic and seismic surveying, see 71103",,Perkhidmatan memadam kebakaran di lapangan minyak dan gas,,
5,B,09,099,0990,09900,Support activities for other mining and quarrying,"operating mines or quarries on a contract or fee basis, see divisions 05, 07 or 08. specialized repair of mining machinery, see 33120. geophysical surveying services, on a contract or fee basis, see 71103","support services on a fee or contract basis, required for mining and quarrying activities of divisions 05, 07 and 08",Aktiviti sokongan perlombongan dan pengkuarian lain,,
5,C,10,101,1010,10101,Processing and preserving of meat and production of meat products,,"production of fresh, chilled or frozen meat, in carcasses",Pemprosesan dan pengawetan daging dan pengeluaran produk daging,,
5,C,10,101,1010,10102,Processing and preserving of poultry and poultry products,,"production of fresh, chilled or frozen poultry, in carcasses",Pemprosesan dan pengawetan ayam itik dan produk ayam itik,,
5,C,10,101,1010,10103,Production of hides and skins originating from slaughterhouses,,fellmongery,Pengeluaran belulang dan kulit daripada rumah penyembelihan,,
5,C,10,101,1010,10104,"Operation of slaughterhouses engaged in killing, houses dressing or packing meat",,"beef, poultry, lamb, mutton, pork, etc.","Operasi rumah penyembelihan yang terlibat dalam pembunuhan, pembersihan atau pembungkusan daging",,
5,C,10,101,1010,10109,Processing and preserving of meat n.e.c.,,processing of whales on land or specialized vessels,Pemprosesan dan pengawetan daging t.t.t.l,,
5,C,10,102,1020,10201,"Canning of fish, crustaceans and mollusks",,,"Pengetinan ikan, krustasea dan moluska",,
5,C,10,102,1020,10202,"Processing, curing and preserving of fish, crustacean and mollusks",,"cooked fish, fish fillets, roes, caviar, caviar substitutes, etc.","Pemprosesan dan pengawetan ikan, krustasea dan moluska",,
5,C,10,102,1020,10203,Production of fish meals for human consumption or animal feed,,production of meals and solubles from fish and other aquatic animals unfit for human consumption,Pengeluaran makanan berasaskan ikan untuk manusia atau haiwan,,
5,C,10,102,1020,10204,Production of keropok including keropok lekor,,"keropok of fish, shrimps, squids, crabs, etc.",Pengeluaran keropok termasuk keropok lekor,,
5,C,10,102,1020,10205,Processing of seaweed,,,Pemprosesan rumpai laut,,
5,C,10,103,1030,10301,Manufacture of fruits and vegetables food products,,,Pembuatan produk makanan buah-buahan dan sayur-sayuran,,
5,C,10,103,1030,10302,Manufacture of fruit and vegetables juices,,,Pembuatan jus buah-buahan dan sayur-sayuran,,
5,C,10,103,1030,10303,Manufacture of pineapple canning,,,Pengetinan nanas,,
5,C,10,103,1030,10304,"Manufacture of jams, marmalades and table jellies",,,"Pembuatan jem, marmalad dan sajian jeli",,
5,C,10,103,1030,10305,Manufacture of nuts and nut products,,,Pembuatan kacang dan produk kekacang,,
5,C,10,103,1030,10306,Manufacture of bean curd products,,,Pembuatan produk tauhu,,
5,C,10,104,1040,10401,Manufacture of crude palm oil,,,Pembuatan minyak sawit mentah,,
5,C,10,104,1040,10402,Manufacture of refined palm oils,,,Pembuatan minyak sawit bertapis,,
5,C,10,104,1040,10403,Manufacture of palm kernel oils,,,Pembuatan minyak isirong,,
5,C,10,104,1040,10404,Manufacture of crude and refined vegetable oil,,"manufacture of linseed oil, crude",Pembuatan minyak sayuran mentah dan bertapis,,
5,C,10,104,1040,10405,Manufacture of coconut oil,,"manufacture of crude and refined coconut, coconut cakes and copra",Pembuatan minyak kelapa,,
5,C,10,104,1040,10406,Manufacture of compound cooking fats,,manufacture of margarine,Pembuatan sebatian lemak masakan,,
5,C,10,104,1040,10407,Manufacture of animal oils and fats,,"manufacture of fats and oils derived from milk (e.g. ghee, butter oil, anhydrous milk fat, etc.)",Pembuatan minyak dan lemak haiwan,,
5,C,10,105,1050,10501,Manufacture of ice cream and other edible ice such as sorbet,,,Pembuatan aiskrim dan ais lain yang boleh dimakan seperti sorbet,,
5,C,10,105,1050,10502,"Manufacture of condensed, powdered and evaporated milk",,"manufacture of fresh liquid milk, pasteurized, sterilized, homogenized and/or ultra heat treated","Pembuatan susu pekat, tepung dan sejat",,
5,C,10,105,1050,10509,Manufacture of other dairy products n.e.c.,,manufacture of milk-based soft drinks,Pembuatan produk tenusu lain t.t.t.l,,
5,C,10,106,1061,10611,Rice milling,,"production of husked, milled, polished, glazed, parboiled or converted rice",Pengilangan beras,,
5,C,10,106,1061,10612,Provision of milling services,,,Perkhidmatan persediaan pengilangan,,
5,C,10,106,1061,10613,Flour milling,,"production of flour or meal of dried leguminous vegetable, of roots or tubers or of edible nuts",Pengilangan tepung,,
5,C,10,106,1061,10619,Manufacture of grain mill products n.e.c.,,manufacture of cereal breakfast foods,Pembuatan produk bijian t.t.t.l,,
5,C,10,106,1062,10621,Manufacture of starches and starch products,,"manufacture of starches from rice, potatoes, maize, etc.",Pembuatan kanji dan produk berkanji,,
5,C,10,106,1062,10622,"Manufacture of glucose, glucose syrup, maltose, inulin",,,"Pembuatan glukosa, sirap glukosa, maltosa, inulin",,
5,C,10,106,1062,10623,Manufacture of sago and tapioca flour/products,,,Pembuatan tepung/produk sagu dan ubi kayu,,
5,C,10,107,1071,10711,Manufacture of biscuits and cookies,,manufacture of rusks,Pembuatan biskut dan cookies,,
5,C,10,107,1071,10712,"Manufacture of bread, cakes and other bakery products",,manufacture of bread and rolls,"Pembuatan roti, kek dan produk bakeri lain",,
5,C,10,107,1071,10713,Manufacture of snack products,,"crackers, pretzels, potato snacks, potato crisps, etc., whether sweet or salted",Pembuatan produk snek,,
5,C,10,107,1071,10714,Manufacture of frozen bakery products,,"pancakes, waffles, rolls, roti canai, murtabak, etc.",Pembuatan produk bakeri yang dibeku,,
5,C,10,107,1072,10721,Manufacture of sugar,"manufacture of glucose, glucose syrup, maltose, inulinsee 10622","manufacture of refining of sugar (sucrose) and sugar substitutes from juice of cane, beet, maple and palm",Pembuatan gula,,
5,C,10,107,1072,10722,Manufacture of sugar products,"manufacture of glucose, glucose syrup, maltose, inulin see 10622","manufacture of refining of sugar (sucrose) and sugar substitutes from juice of cane, beet, maple and palm",Pembuatan produk daripada gula,,
5,C,10,107,1073,10731,Manufacture of cocoa products,,"manufacture of cocoa mass, cocoa butter/oil/fat, cocoa cake, cocoa powder",Pembuatan produk koko,,
5,C,10,107,1073,10732,Manufacture of chocolate and chocolate products,,manufacture of chocolate and chocolate confectionery,Pembuatan coklat dan produk coklat,,
5,C,10,107,1073,10733,Manufacture of sugar confectionery,,"manufacture of caramels, nougats, white chocolate, etc.",Pembuatan konfeksi gula,,
5,C,10,107,1074,10741,"Manufacture of meehoon, noodles and other related products","manufacture of soup containing pasta, see 10799. manufacture of prepared couscous dishes, see 1075",manufacture of canned or frozen pasta products,"Pembuatan bihun, mi dan produk lain yang berkaitan",,
5,C,10,107,1074,10742,Manufacture of pastas,"manufacture of soup containing pasta, see 10799. manufacture of prepared couscous dishes, see 1075",manufacture of canned or frozen pasta products,Pembuatan pasta,,
5,C,10,107,1075,10750,Manufacture of prepared meals and dishes,"manufacture of fresh food or foods with only main ingredient, see division 10. wholesale of prepared meals and dishes, see group 463. retail sale of prepared meals and dishes in stores, see 4711 and 4721. activities of food service contractors, see 56290",manufacture of meat or poultry dishes,Pembuatan makanan dan hidangan tersedia,,
5,C,10,107,1079,10791,Manufacture of coffee,,decaffeinating and roasting of coffee,Pembuatan kopi,,
5,C,10,107,1079,10792,Manufacture of tea,,blending of tea and mate,Pembuatan teh,,
5,C,10,107,1079,10793,Manufacture of sauces and condiments,,"mayonnaise, mustard flour and meal, prepared mustard, flavouring extracts",Pembuatan sos dan bahan perasa,,
