digits,section,division,group,class,item,desc_en,exclude_en,include_en,desc_bm,exclude_bm,include_bm
4,C,13,139,1392,-,"Manufacture of made-up textile articles, except apparel","manufacture of textile articles for technical use, see 1399",,"Pembuatan artikel tekstil tersedia, kecuali pakaian","pembuatan artikel tekstil untuk kegunaan teknikal, lihat 1399",
4,C,13,139,1393,-,Manufacture of carpets and rugs,"(a) manufactures of mats and matting of plainting materials see 16292 (b) manufacture of floor coverings of cork see 16292 (c) manufacture of resilient floor coverage (eg vinyl,linoleum) see 22209",(a) manufacture of needle-loom felt floor coverings (b) manufacture of textile floor coverings (c) manufacture of mats or matting of textiles materials,Pembuatan permaidani dan hamparan,"(a) pembuatan tikar dan anyaman daripada bahan pintalan, lihat 16292 (b) pembuatan pelapik lantai daripada gabus, lihat 16292; (c) pembuatan pelapik lantai tahan lasak (cth. vinil, tikar getah), lihat 22209",(a) pembuatan pelapik lantai felt yang dijahit (b) pembuatan pelapik lantai daripada tekstil (c) pembuatan tikar atau bahan-bahan tikar tekstil
4,C,13,139,1394,-,"Manufacture of cordage, rope, twine and netting","(a) manufacture of hair nets see 14109 (b) manufacture of wire rope, see 25992","(a) manufacture of twine,cordage, rope and cables of textiles fibres,knotted netting of twine,cordage or rope(b) manufacture of products of rope or netting ( e.g fishing nets, ships fenders,unloading cushions,loading slings, rope or cable fitted with metal ring etc.","Pembuatan bagi tali-temali, tali, tali pintal dan jaring","(a) pembuatan jaring rambut, lihat 14109; (b) pembuatan tali wayar, lihat 25992","(a) pembuatan tali pintal, tali-temali, tali dan kabel daripada gentian tekstil, simpulan jaring daripada tali pintal, tali-temali atau tali; (b) pembuatan produk tali atau jaring (cth. jala, pengadang kapal-kapal, kusyen pemunggahan, sandang pemuatan, tali atau kabel yang dipasang dengan gegelang logam dll.)"
4,C,13,139,1399,-,Manufacture of other textiles n.e.c.,"(a) manufacture of needle-loom felt floor coverings, see 1393 (b) manufacture of textile wadding and articles of wadding (eg sanitary towels,tampons etc)see 17092 (c) manufacture of transmission or conveyor belts of textiles fabric, yarn or cord impregnated,coated,covered or laminated with rubber, where rubber is the cheif constituent,see 22191 (d) manufacture of plates or sheets of cellular rubber or plastic combined with textiles for reinforcing purposes only see 2219,2220 (e) manufacture of cloth woven metal wire see 25992","(a) manufacture of narrow woven fabrics,including fabrics consisting of warp without weft assembled by means of an adhesive (b) manufacture of labels,badges etc. (c) manufacture of ornamental trimmings ( e.g braids,tassel,pompons etc) (d) manufacture of felts (e) manufacture of non-woven fabrics (f) manufacture of tulles and other net fabrics and of lace and embroidery in the piece,in strips or in motifs. (g) manufacture of fabrics, impregnated, coated,covered or laminated with plastics. (h) manufacture of metallized yarn or gimped yarn or gimped yarn, rubber thread and cord covered with textiles materials,textiles yarn or strip covered, impregnated,coated or sheathed with rubber or plastics (i) manufacture of tyre cord fabric of high-tenacity man-made yarn (j) manufacture of other treated or coated fabrics (eg tracing cloth,canvasprepared for use by painters,buckrams an similar stiffened textile fabrics,fabrics coated with gum or amylaceous substances) (k) manufacture of diverse textiles articles (eg textile wirck,incandescent gas mantles and tubular gas,lighter wicks) (l) mantles fabrics,hose piping, transmission or conveyor belts or belting,bolting cloth,straining cloth (m) automotive trimmings (n) manufacture of pressure aensitive cloth-tape (o) artists canvas boards and tracing cloth (p) manufacture of shoe-lace of textiles (q) manufacture of powder puffs and mitts (r) handicraft spinning and weaving",Pembuatan tekstil lain t.t.t.l.,"(a) pembuatan pelapik lantai felt yang berjahit, lihat 1393 (b) pembuatan pelapik lembut dan artikel pelapik lembut lain daripada tekstil (cth. tuala wanita, tampon, dll.), lihat 17092 (c) pembuatan tali sawat transmisi atau pengangkut daripada fabrik tekstil, benang atau tali, disaluti, diliputi atau dilapisi dengan getah, di mana getah adalah bahan utama, lihat 22191 (d) pembuatan kepingan daripada getah selular atau plastik yang digabungkan dengan tekstil untuk tujuan pengukuhan sahaja, lihat 2219, 2220 (e) pembuatan kain daripada dawai logam yang ditenun, lihat 25992","(a) pembuatan fabrik tenunan halus, termasuk fabrik yang mempunyai benang memanjang tanpa benang melintang menggunakan pelekat(b) pembuatan label,lencana, dll. (c) pembuatan perapi hiasan (cth. tocang, rumbai, pom-pom, dll.) (d) pembuatan felt (e) pembuatan fabrik bukan tenunan (f) pembuatan kain sutera (tulle) dan fabrik jaring lain, dari jenis renda dan sulaman, dalam bentuk kepingan, jalur atau motif (g) pembuatan fabrik yang diresap, disalut, diliput atau dilapis dengan plastik (h) pembuatan benang logam atau benang gimped, benang getah dan tali ditutup dengan bahan tekstil, benang tekstil atau jalur meliputi, disaluti dengan getah atau plastik (i) pembuatan benang tayar daripada tali pintal tiruan berketahanan tinggi (j) pembuatan fabrik lain yang dirawat atau disalut (cth. kain penyurihan, kanvas untuk kegunaan pelukis, bukram dan fabrik tekstil yang dikeraskan, fabrik yang dilapisi dengan gam atau bahan amylaceous dan seumpamanya) (k) pembuatan pelbagai artikel tekstil (cth. sumbu tekstil, mantel gas pijar dan gas berbentuk tiub, sumbu pemetik api) (l) fabrik mantel, hos paip, tali sawat transmisi atau pengangkut,kain pengikat, kain penapi (m) kemasan automotif (n) pembuatan kain pita sensitif tekanan (o) papan kanvas pelukis dan kain penyurih (p) pembuatan tali kasut daripada tekstil (q) pembuatan paf bedak dan sarung tangan (mitts) (r) pintalan dan tenunan kraftangan"
4,C,14,141,1410,-,"Manufacture of wearing apparel, except fur apparel","(a) manufacture of wearing apparel of fur skins (except headgear), see 1420; (b) manufacture of footwear, see 1520; (c) manufacture of wearing apparel of rubber or plastics not assembled by stitching but merely sealed together, see 2219, 2221; (d) manufacture of leather sports gloves and sports headgear, see 3230; (e) manufacture of safety headgear (except sports headgear), see 32909; (f) manufacture of fire-resistant and protective safety clothing, see 32909; (g) repair of wearing apparel, see 95292",,Pembuatan pakaian kecuali pakaian berbulu,"(a) pembuatan pakaian daripada kulit bulu (kecuali penutup kepala), lihat 1420; (b) pembuatan kasut, lihat 1520; (c) pembuatan pakaian getah atau plastik tidak berjahit tetapi dilekatkan, lihat 2219, 2221; (d) pembuatan sarung tangan kulit dan penutup kepala untuk bersukan, lihat 3230; (e) pembuatan penutup kepala keselamatan (kecuali penutup kepala untuk bersukan), lihat 32909; (f) pembuatan pakaian pelindungan keselamatan dan kalis api, lihat 32909 (g) pembaikan pakaian, lihat 95292",
4,C,14,142,1420,-,Manufacture of articles of fur,"(a) Production of raw fur skins,see 0149,0170 (b) production of raw hides and skins,see 10103 (c) manufacture of imitation furs(long-hair cloth obtained by weaving or knitting) see 1312,1391 (d) manufacture of fur hats,see 14109 (e) manufacture of apparel trimmed with fur,see 14109 (f) dressing and dyeing of fur,see 15110 (g) manufacture of boots or shoes containing fur parts,see 15209","(a) fur wearing apparel and clothing accessories (b) diverse articles of fur skin (eg unstuffed pouffes,industrial poloshing cloths) (c) assemblies of fur skins ( eg dropped fur skins,plates,mats,etc)",Pembuatan artikel bulu,"(a) pengeluaran kulit bulu mentah, lihat 0149, 0170 (b) pengeluaran kulit dan belulang mentah, lihat 10103 (c) pembuatan kulit bulu tiruan (kain berbulu panjang yang ditenun atau dikait), lihat 1312, 1391 (d) pembuatan topi bulu, lihat 14109 (e) pembuatan pakaian dengan kemasan bulu, lihat 14109 (f) pembersihan dan pewarnaan bulu, lihat 15110 (g) pembuatan but atau kasut mengandungi bahagian berbulu, lihat 15209","(a) pakaian dan aksesori daripada bulu (b) pelbagai artikel daripada kulit bulu (cth. hamparan, kusyen bangku yang belum diisi, kain penggilap untuk kegunaan perindustrian ) (c) pencantuman kulit bulu (cth. dropped fur skin, kepingan, tikar, dll.)"
4,C,14,143,1430,-,Manufacture of knitted and crocheted apparel,manufacture of knitted and crocheted fabrics see 13910,"(a) manufacture of knitted or crocheted wearing appaper and other made-up articles directly into shape(eg pullovers,cardigans,jerseys,waistcoats and similar articles) (b) manufacture of hosiery,includings socks,tights and pantyhose",Pembuatan pakaian yang dikait dan dikrusye,"pembuatan fabrik yang dikait dan dikrusye, lihat 13910","(a) pembuatan pakaian yang dikait dan dikrusye dan artikel siap (cth. baju panas sarung, kardigan, jersi, weskot dan artikel seumpamanya) (b) pembuatan hosieri, termasuk stokin, tights dan sarung kaki wanita"
4,C,15,151,1511,-,Tanning and dressing of leather; dressing and dyeing of fur,"(a) production of hides and skins as part of ranching,see group 014; (b) production of hides and skins as part of slaughtering,see 10103 ; (c) manufacture of leather apparel, see 1410; (d) manufacture of imitation leather not based on natural leather, see 2219,2220","(a) tanning,dyeing and dressing of hides and skins,etc (b) scraping,currying,tanning,bleching,shearing and plucking and dyeing of fur skins and hides with the hair on.",Penyamakan dan pembersihan kulit; pembersihan pewarnaan bulu,"(a) pengeluaran belulang dan kulit sebagai sebahagian daripada penternakan,; lihat kumpulan 014; (b) pengeluaran belulang dan kulit sebagai sebahagian daripada aktiviti penyembelihan, lihat 10103; (c) pembuatan pakaian daripada kulit, lihat 1410; (d) pembuatan perhiasan kulit tidak berasaskan kulit asli, lihat 2219, 2220","(a) penyamakan, pewarnaan dan pembersihan belulang dan kulit dll. (b) mencarik, mengawet, menyamak, meluntur, memotong dan mencabut dan mewarna kulit dan belulang yang berbulu"
4,C,15,151,1512,-,"Manufacture of luggage, handbags and the like, saddlery and harness","(a) manufacture of leather wearing appaprel,see 14101; (b)manufacture of leather gloves and hats,see 14109; (c) manufacture of footwear,see 1520; (d) manufacture of saddles for bicycles,see 3092; (e) manufacture of precious metal watch bands,see 3211; (f) manufacture of non-precious metal watch bands,see 3212; (g) manufacture of linemens safety belts and other belts for occupational use,see 32909","(a) manufacture of lauggage,handbags and the like of leather,composition leather or any other materials where the same technology is used as for leather(b) manufacture of non-metallic watch straps (eg fabric,leather,plastic,etc) (c) manufacture of diverse articles of leather or composition leather (eg driving belt,parking etc)(d) manufacture of plastic luggage (e) manufacture of saddlery and harness(f) manufacture of whips and riding crops","Pembuatan bagasi, beg tangan dan seumpamanya, pelana dan abah-abah","(a) pembuatan pakaian daripada kulit, lihat 14101; (b) pembuatan sarung tangan dan topi daripada kulit, lihat 14109; (c) pembuatan kasut, lihat 1520; (d) pembuatan pelana untuk basikal, lihat 3092; (e) pembuatan tali jam tangan daripada logam berharga, lihat 3211; (f) pembuatan tali jam tangan daripada bukan logam berharga,lihat 3212; (g) pembuatan tali pinggang keselamatan linemen dan lain-lain tali pinggang bagi tujuan keselamatan, lihat 32909","(a) pembuatan bagasi, beg tangan dan seumpamanya, komposisi kulit atau bahan lain yang menggunakan teknologi yang sama dengan pengeluaran kulit (b) pembuatan tali jam daripada bukan logam (cth. fabrik, kulit, plastik, dll.) (c) pembuatan pelbagai artikel dari kulit atau komposisinya (cth. tali pinggang keledar, pembungkusan, dll.) (d) pembuatan bagasi dari plastik (e) pembuatan pelana dan abah-abah (f) pembuatan cemeti dan cambuk kuda"
4,C,15,152,1520,-,Manufacture of footwear,"(a) manufacture of footwear of textile material without applied soles, see 14109; (b) manufacture of plastic footwear parts, see 22202; (c) manufacture of rubber boot and shoe heels and soles and other rubber footwear parts, see 22191; (d) manufacture of wooden shoe parts (e.g. heels and lasts), see 16292; (e) manufacture of ski-boots, see 3230","(a) manufacture of footwear for all purposes, of any materials including moulding (b) manufacture of gaiters, leggings and similar articles",Pembuatan kasut,"(a) pembuatan kasut daripada bahan tekstil tanpa tapak,lihat 14109 (b) pembuatan bahagian kasut plastik, lihat 22202; (c) pembuatan but getah dan tumit dan tapak kasut dan lain-lain bahagian kasut getah, lihat 22191; (d) pembuatan bahagian kasut daripada kayu (cth. tumit dan kelebut kasut), lihat 16292; (e) pembuatan but ski, lihat 3230","(a) pembuatan kasut untuk pelbagai kegunaan, daripada pelbagai bahan dan termasuk pengacuan (b) pembuatan gaiters, sarung kaki dan artikel seumpamanya"
4,C,16,161,1610,-,Sawmilling and planning of wood,"(a) logging and production of wood in the rough, see 0220 (b) manufacture of veneer sheets thin enough for use in plywood,boards and panels, see 16211 (c) manufacture of shingles and shakes, beadings and mouldings, see 16221","(a) sawmilling,planning,machining,drying of wood (b) manufacture of unassembled wooden flooring (c) impregnation or chemical treatment of wood with preservatives or other materials (d) manufacture of wooden railway sleepers (e) manufacture of wood wool, wood flour,chips,particles",Pengilangan dan pengetaman kayu,"(a) pembalakan dan pengeluaran kayu di lapangan, lihat 0220 (b) pembuatan kepingan venier nipis untuk penggunaan dalam papan lapis, papan dan panel, lihat 16211 (c) pembuatan genting kayu dan kumai, lihat 16221","(a) pengilangan, pengetaman, memesin, pengeringan kayu (b) pembuatan kayu lantai yang belum dipasang (c) peresapan atau rawatan kimia kepada kayu dengan pengawet atau bahan lain (d) pembuatan kayu landasan kereta api (e) pembuatan kapas kayu (wood wool), serbuk kayu (wood flour), cip kayu, habuk kayu"
4,C,16,162,1621,-,Manufacture of veneer sheets and wood-based panels,,,Pembuatan kepingan venier dan panel berasaskan kayu,,
4,C,16,162,1622,-,Manufacture of builders carpentry and joinery,"(a) manufacture of unassembled wooden flooring, see 1610; (b) manufacture of kitchen cabinets, bookcases, wardrobes, etc., see 3100; (c) manufacture of wood partitions, free standing, see 3100",,Pertukangan kayu dan tanggam untuk jurubina,"(a) pembuatan lantai kayu belum dipasang, lihat 1610; (b) pembuatan kabinet dapur, rak buku, almari pakaian, dll., lihat 3100; (c) pembuatan kayu penghadang siap berdiri, lihat 3100",
4,C,16,162,1623,-,Manufacture of wooden containers,(a) manufacture of lauggage see 1512 (b) manufacture of cases of plaiting material see 16292,"(a) manufacture of packing cases,boxes,crates,drums and similar packing of wood (b) manufacture of pallets, box pallets aand other boards of wood (c) manufacture of barrels,vats,tubs and other coopers products of wood (d) manufacture of wooden cable-drums",Pembuatan bekas kayu,"(a) pembuatan bagasi, lihat 1512 (b) pembuatan bekas bahan jalinan, lihat 16292","(a) pembuatan bekas bungkusan, kotak, tong, dram dan bekas kayu seumpamanya (b) pembuatan palet, kotak palet dan papan tebal lain daripada kayu (c) pembuatan tong, tangki, besen dan produk tong kayu yang lain (d) pembuatan dram kayu untuk kabel"
4,C,16,162,1629,-,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","(a) manufacture of mats or matting of textile materials, see 1393; (b) manufacture of luggage, see 15120; (c) manufacture of wooden footwear, see 15209; (d) manufacture of matches, see 20299; (e) manufacture of clock cases, see 2652; (f) manufacture of wooden spools and bobbins that are part of textile machinery, see 2826; (g) manufacture of furniture, see 3100; (h) manufacture of wooden toys, see 3240; (i) manufacture of cork life preservers, see 32909; (j) manufacture of brushes and brooms, see 32909; (k) manufacture of caskets, see 32909",,"Pembuatan produk kayu lain; pembuatan artikel gabus, jerami dan bahan jalinan","(a) pembuatan tikar dari bahan tekstil, lihat 1393; (b) pembuatan bagasi, lihat 15120; (c) pembuatan terompah kayu, lihat 15209; (d) pembuatan mancis, lihat 20299; (e) pembuatan kotak jam, lihat 2652; (f) pembuatan gelendung kayu untuk mesin tekstil, lihat 2826; (g) pembuatan perabot, lihat 3100; (h) pembuatan permainan kayu, lihat 3240; (i) pembuatan gabus untuk pengawetan, lihat 32909; (j) pembuatan berus dan penyapu, lihat 32909; (k) pembuatan keranda, lihat 32909",
4,C,17,170,1701,-,"Manufacture of pulp, paper and paperboard","(a) manufacture of corrugated paper and paperboard see 17020 (b) manufacture of coated or impregnated paper,where the coating or impregnated is the main ingredient, see class in which the manufacture of the coating or impregnated is classified (c) manufacture of abrasive paper, see 2399","(a) manufacture of newsprint and other printing or writing paper (b) manufacture of carbon paper or stencil paper in rolls or large sheets (c) manufacture of bleached, semi-bleached or unbleached paper pulp by mechanical, chemical (dissolving or non-dissolving or semi-chemical processes) (d) manufacture of cotton-linters pulp (e) removal of ink and manufacture of pulp from waste paper (f) manufacture of paper and paperboard intended for further industrial processing (g) further processing of paper and paperboard: • coating, covering and impregnation of paper and paperboard • manufacture of crêped or crinkled paper • manufacture of laminates and foils, if laminated with paper or paperboard (h) manufacture of handmade paper (i) manufacture of cellulose wadding and webs of cellulose fibres (j) manufacture of printing and writing paper ready for use (k) manufacture of computer printout paper ready for use (l) manufacture of self-copy paper ready for use (m) manufacture of duplicator stencils and carbon paper ready for use","Pembuatan pulpa, kertas dan kertas tebal","(a) pembuatan kertas gelugur dan kertas tebal, lihat 17020 (b) pembuatan kertas bersalut atau diisi tepu, di mana bahan salut dan isi tepu adalah bahan utama, lihat kelas di mana pembuatan bahan salut atau bahan isi tepu itu dikelaskan (c) pembuatan kertas pelelas/kertas pasir, lihat 2399","(a) pembuatan kertas akhbar dan percetakan lain atau kertas tulis (b) pembuatan kertas karbon atau kertas stensil yang bergulung atau kepingan besar (c) pembuatan kertas pulpa luntur, separa luntur atau tidak luntur secara mekanikal, kimia (pelarutan atau bukan pelarutan atau separa kimia) (d) pembuatan pulpa cotton-linters (e) penyingkiran dakwat dan pembuatan pulpa daripada kertas buangan (f) pembuatan kertas dan kertas tebal bertujuan untuk pemprosesan perindustrian selanjutnya (g) pemprosesan selanjutnya kertas dan kertas tebal • menyalut, membungkus dan mengisi tepu kertas dan kertas tebal • pembuatan kertas krep atau berkedut • pembuatan lamina dan kerajang, jika disalut dengan kertas atau kertas tebal (h) pembuatan kertas buatan tangan ( i) pembuatan pelapik selulosa dan jaringan daripada gentian selulosa (j) pembuatan kertas cetak dan kertas tulis yang sedia untuk digunakan (k) pembuatan kertas cetakan komputer yang sedia untuk digunakan (l) pembuatan kertas penyalin yang sedia untuk digunakan (m) pembuatan stensil pendua dan kertas karbon yang sedia untuk digunakan"
4,C,17,170,1702,-,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,"(a) manufacture of envelopes and letter-card see 17091 (b) manufacture of moulded or pressed articles of paper pulp (eg boxes of packing eggs,moulded pulp paper plates, etc) see 17099",(a) manufacture of corrugated paper and paperboard ( b) manufacture of containers of corrugated paper and paperboard (c) manufacture of folding paperboard containers (d) manufacture of containers of solid board (e) manufacture of other containers of paper and paperboard (f) manufacture of sacks and bags of paper (g) manufacture of office box files and similar articles,Pembuatan kertas gelugur dan kertas tebal dan bekas daripada kertas dan kertas tebal,"a) pembuatan sampul surat dan kad surat, lihat 17091 (b) pembuatan artikel teracu atau tekanan daripada kertas pulpa (cth. kotak untuk pembungkusan telur, pinggan kertas pulpa teracu dll.), lihat 17099",(a) pembuatan kertas gelugur dan kertas tebal (b) pembuatan bekas daripada kertas gelugur dan kertas tebal (c) pembuatan bekas boleh lipat daripada kertas tebal (d) pembuatan bekas daripada papan padat (e) pembuatan bekas lain daripada kertas dan kertas tebal (f) pembuatan karung dan beg kertas (g) pembuatan fail kotak pejabat dan artikel yang serupa
4,C,17,170,1709,-,Manufacture of other articles of paper and paperboard,"(a) manufacture of paper or paperboard in bulk, see 17010; (b) printing on paper products, see 1811; (c) manufacture of playing cards, see 3240; (d) manufacture of games and toys of paper or paperboard, see 3240",,Pembuatan barangan kertas dan kertas tebal lain,"(a) pembuatan kertas atau kertas tebal secara pukal, lihat 17010; (b) percetakan di atas produk kertas, lihat 1811; (c) pembuatan kad permainan, lihat 3240; (d) pembuatan permainan dan mainan kanak-kanak daripada kertas atau kertas tebal, lihat 3240",
4,C,18,181,1811,-,Printing,(a) silk screen-printing on textiles and wearing apparel see 13131 (b) manufacture of paper articles (e.g. binders) see 1709 (c) publishing of printed matter see group 581 (d) photocopying of documents see 82196,"(a) printing and reprinting of newpapers, magazine and other periodicals books and brochures, music and music manuscripts ,map, atlases posters, advertising, postage stamps, documents of titles, cheque and other security paper, smart cards, dairies,calendars, business form and other commercial printed matter:personal stationery and other printed matter by letterpress, oggset, offset, photogravure, flexography and other printing presses, duplication machines, computer printing,embossers including quick printing (b) printing directly onto textiles, plastic, glass, metal wood and ceramics (except silk-screen printing on textiles and wearing apparel) (c) printing on labels or tags (e.g. lithographic, gravure printing, flexography printing etc.)",Percetakan,"(a) “silk screen-printing” di atas tekstil dan pakaian, lihat 13131; (b) pembuatan artikel kertas (cth. kertas penjilid), lihat 1709; (c) penerbitan bahan bercetak, lihat kumpulan 581; (d) membuat salinan dokumen, lihat 82196","(a) percetakan atau percetakan semula surat khabar, majalah dan penerbitan berkala lain, buku dan risalah, muzik dan manuskrip muzik, peta, atlas, poster, katalog pengiklanan, prospektus dan cetakan pengiklanan lain, setem pos, setem pencukaian, dokumen penerbitan, cek dan kertas jaminan lain, kad pintar, diari, kalendar, borang perniagaan dan bahan bercetak komersil lain; alat tulis peribadi dan bahan bercetak lain melalui percetakan secara “letterpress”, “oggset”, “offset”, “photogravure”, fleksografi dan mesin percetakan lain, mesin pendua, pencetak komputer, mesin pencetak timbul, dll., termasuk percetakan segera; (b) percetakan secara terus ke atas tekstil, plastik, kaca, logam, kayu dan seramik (kecuali “silk-screen printing” pada tekstil dan pakaian); (c) percetakan di atas label atau teg (cth. litografi, percetakan ukiran, percetakan fleksografi, dll.)"
4,C,18,181,1812,-,Service activities related to printing,,,Aktiviti perkhidmatan berkaitan percetakan,,
4,C,18,182,1820,-,Reproduction of recorded media,"(a) reproduction of printed matter, see 1811; (b) publishing of software, see 5820; (c) production and distribution of motion pictures, videotapes and movies on DVD or similar media, see 5911, 5912, 5913; (d) reproduction of motion picture films for theatrical distribution, see 59120; (e) production of master copies for records or audio material, see 5920","(a) reproduction from master copies of gramophone records,compact dics and tapes with music or other sound recordings; (b) reproduction from master copies of records, compact discs and tapes with pictures and other video recordings ; (c) reproduction from master copies of software and data on discs and tapes; (d) reproduction of recorded media (computer media, sound, video, etc.)",Penerbitan semula media rakaman,"(a) penerbitan semula bahan bercetak, lihat 1811; (b) penerbitan perisian, lihat 5820; (c) pengeluaran dan pengedaran filem, pita video dan wayang gambar dalam DVD atau media yang serupa, lihat 5911, 5912, 5913; (d) penerbitan semula wayang gambar filem untuk pengedaran panggung wayang, lihat 59120; (e) pengeluaran salinan asal untuk rekod atau bahan audio, lihat 5920","(a) penerbitan semula piring hitam, cakera padat dan pita muzik atau rakaman bunyi lain daripada salinan asal; (b) penerbitan semula rekod, cakera padat dan pita bergambar dan rakaman video lain daripada salinan asal; (c) penerbitan semula cakera dan pita mengandungi perisian dan data daripada salinan asal ; (d) penerbitan semula media rakaman (media komputer, bunyi, video, dan sebagainya)"
4,C,19,191,1910,-,Manufacture of coke oven products,,,Pembuatan produk ketuhar kok,,
4,C,19,192,1920,-,Manufacture of refined petroleum products,,,Pembuatan produk petroleum bertapis,,
4,C,20,201,2011,-,Manufacture of basic chemicals,"(a) extraction of methane, ethane, butane or propane, see 0620; (b) manufacture of fuel gases such as ethane, butane or propane in a petroleum refinery, see 19201; (c) manufacture of nitrogenous fertilizers and nitrogen compounds, see 20129; (d) manufacture of ammonia, see 20129; (e) manufacture of ammonium chloride, see 20129; (f) manufacture of nitrites and nitrates of potassium, see 20129; (g) manufacture of ammonium carbonates, see 20129; (h) manufacture of plastics in primary forms, see 20131; (i) manufacture of synthetic rubber in primary forms, see 20132; (j) manufacture of prepared dyes and pigments, see 2022; (k) manufacture of crude glycerol, see 20231; (l) manufacture of natural essential oils, see 20299; (m) manufacture of aromatic distilled waters, see 20299 ; (n) manufacture of salicylic and O-acetylsalicylic acids, see 21001",,Pembuatan kimia asas,"(a) pengekstrakan metana, etana, butana atau propana, lihat 0620; (b) pembuatan gas pembakar seperti etana, butana atau propana dalam penapisan petroleum, lihat 19201; (c) pembuatan baja nitrogen dan sebatian nitrogen, lihat 20129; (d) pembuatan ammonia, lihat 20129; (e) pembuatan ammonium klorida, lihat 20129; (f) pembuatan nitrit dan nitrat daripada kalium, lihat 20129; (g) pembuatan ammonium karbonat, lihat 20129; (h) pembuatan plastik dalam bentuk primer, lihat 20131 ; (i) pembuatan getah sintetik dalam bentuk primer, lihat 20132; (j) pembuatan bahan pencelup dan pigmen tersedia, lihat 2022; (k) pembuatan gliserol mentah, lihat 20231; (l) pembuatan minyak pati asli, lihat 20299; (m) pembuatan air suling aromatik, lihat 20299; (n) pembuatan asid salisilik dan O-asetilsalisilik, lihat 21001",
4,C,20,201,2012,-,Manufacture of fertilizers and nitrogen compounds,"(a) mining of guano see 08918 (b) manufacture of agrochemical products ( e.g. pesticides) see 2021 (c) operation of compost dumps, see 38210",,Pembuatan baja dan sebatian nitrogen,"(a) perlombongan guano (tahi burung/tahi kelawar kering, boleh dijadikan baja), lihat 08918 ; (b) pembuatan produk agrokimia (cth. racun perosak), lihat 2021; (c) operasi di tempat pembuangan kompos, lihat 38210",
4,C,20,201,2013,-,Manufacture of plastics and synthetic rubber in primary forms,"(a) manufacture of artificial and synthetic fibres, filaments and yarn, see 2030; (b) shredding of plastic products, see 3830",,Pembuatan plastik dan getah sintetik dalam bentuk primer,"(a) pembuatan serat gentian, filamen dan benang tiruan dan sintetik, lihat 2030; (b) merincih produk plastik, lihat 3830",
4,C,20,202,2021,-,Manufacture of pesticides and other agrochemical products,"manufacture of fertilizes and nitrogen compounds, see 20129","(a) manufacture of insectcides,rodenticides,fungicides,herbicides (b) manufacture of anti-sprouting products,plants growth regulators (c) manufacture of disinfectants (for argiculture and other use) (d) manufacture of other agrochemical products n.e.c.",Pembuatan racun perosak dan produk agrokimia lain,"pembuatan baja dan sebatian nitrogen, lihat 20129","(a) pembuatan racun serangga, racun tikus, racun kulat dan racun herba (b) pembuatan produk anti-tunas, alat pengawal pertumbuhan tumbuhan (c) pembuatan bahan penyahjangkitan (untuk pertanian dan kegunaan lain) (d) pembuatan lain-lain produk agrokimia t.t.t.l."
4,C,20,202,2022,-,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics","(a) manufacture of dyestuffs and pigments, see 20112; (b) manufacture of writing and drawing ink, see 20292","(a) manufacture of paints and varnishes, enamels or lacquers ; (b) manufacture of prepared pigments and dyes, opacifiers and colours ; (c) manufacture of vitrifiable enamels and glazes and engobes and similar preparations ; (d) manufacture of mastics ; (e) manufacture of caulking compounds and similar non-refractory filling or surfacing preparations ; (f) manufacture of organic composite solvents and thinners ; (g) manufacture of prepared paints or varnish removers ; (h) manufacture of printing ink","Pembuatan cat, varnis dan penyadur, dakwat cetak dan mastik","(a) pembuatan bahan pewarna dan pigmen, lihat 20112; (b) pembuatan dakwat menulis dan melukis, lihat 20292","(a) pembuatan cat dan varnis, cat kilat (enamel) atau lakuer; (b) pembuatan bahan pigmen dan pencelup, bahan pelegap dan bahan pewarna tersedia; (c) pembuatan enamel dan sepuh berkaca dan engob dan penyediaan seumpamanya; (d) pembuatan mastik; (e) pembuatan sebatian untuk memakal dan penyediaan seperti tampalan bukan refraktori dan pengetaman permukaan; (f) pembuatan pelarut dan pencair komposit organik; (g) pembuatan penghilang cat dan varnis tersedia; (h) pembuatan dakwat cetak"
4,C,20,202,2023,-,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","(a) manufacture of separate, chemically defined compounds, see 2011; (b) manufacture of glycerol, synthesized from petroleum products, see 20112; (c) extraction and refining of natural essential oils, see 20299",,"Pembuatan sabun dan bahan pencuci, penyediaan pencuci dan pengilat, pewangi dan penyediaan dandanan diri","(a) pembuatan sebatian secara kimia, pengasingan, lihat 2011; (b) pembuatan gliserol, sistesis daripada produk petroleum, lihat 20112  (c) pengekstrakan dan penapisan minyak pati asli, lihat 20299",
